geography,year,category,households,value
West Melbourne (Industrial),2026,Household type,One-parent family,0
West Melbourne (Industrial),2026,Household type,Other family,0
West Melbourne (Industrial),2027,Household type,Lone person,0
West Melbourne (Industrial),2027,Household size,Not applicable,0
West Melbourne (Industrial),2028,Structural Private Dwellings,Not applicable,0
West Melbourne (Industrial),2028,Household size,Not applicable,0
West Melbourne (Industrial),2028,Household type,One-parent family,0
West Melbourne (Industrial),2028,Household type,Other family,0
West Melbourne (Industrial),2029,Household type,Couple family without children,0
West Melbourne (Industrial),2029,Household type,Lone person,0
West Melbourne (Industrial),2029,Household size,Not applicable,0
West Melbourne (Industrial),2029,Household type,One-parent family,0
West Melbourne (Industrial),2029,Household type,Other family,0
West Melbourne (Industrial),2030,Household type,Couple family without children,0
West Melbourne (Industrial),2030,Structural Private Dwellings,Not applicable,0
West Melbourne (Industrial),2031,Household type,Couple family with children,0
West Melbourne (Industrial),2031,Structural Private Dwellings,Not applicable,0
West Melbourne (Industrial),2031,Household size,Not applicable,0
West Melbourne (Industrial),2032,Household size,Not applicable,0
West Melbourne (Industrial),2033,Household type,Couple family with children,0
West Melbourne (Industrial),2033,Household type,Group household,0
West Melbourne (Industrial),2033,Household type,Lone person,0
West Melbourne (Industrial),2034,Household type,Group household,0
West Melbourne (Industrial),2034,Structural Private Dwellings,Not applicable,0
West Melbourne (Industrial),2035,Household type,Couple family without children,0
West Melbourne (Industrial),2035,Household type,Lone person,0
West Melbourne (Industrial),2036,Household type,One-parent family,0
West Melbourne (Industrial),2037,Household type,Couple family with children,0
West Melbourne (Industrial),2037,Household type,Couple family without children,0
West Melbourne (Industrial),2037,Household type,Group household,0
West Melbourne (Industrial),2037,Household type,One-parent family,0
West Melbourne (Industrial),2038,Household type,Group household,0
West Melbourne (Industrial),2038,Household type,One-parent family,0
West Melbourne (Industrial),2039,Household type,Couple family with children,0
West Melbourne (Industrial),2039,Household type,Couple family without children,0
West Melbourne (Industrial),2039,Structural Private Dwellings,Not applicable,0
West Melbourne (Industrial),2040,Household type,Couple family without children,0
West Melbourne (Industrial),2040,Household type,Group household,0
West Melbourne (Industrial),2040,Household size,Not applicable,0
West Melbourne (Industrial),2041,Household type,Lone person,0
West Melbourne (Industrial),2041,Structural Private Dwellings,Not applicable,0
West Melbourne (Industrial),2041,Household size,Not applicable,0
West Melbourne (Industrial),2042,Household type,Couple family with children,0
West Melbourne (Industrial),2042,Household type,Group household,0
West Melbourne (Industrial),2042,Structural Private Dwellings,Not applicable,0
West Melbourne (Industrial),2042,Household size,Not applicable,0
West Melbourne (Industrial),2042,Household type,One-parent family,0
West Melbourne (Industrial),2043,Household type,Group household,0
West Melbourne (Residential),2023,Household type,Group household,980
West Melbourne (Residential),2023,Household size,Not applicable,2
West Melbourne (Residential),2023,Household type,Other family,100
West Melbourne (Residential),2024,Household type,Lone person,1491
West Melbourne (Residential),2025,Household type,Couple family with children,622
West Melbourne (Residential),2025,Household type,Group household,1040
West Melbourne (Residential),2025,Household type,Lone person,1486
West Melbourne (Residential),2025,Structural Private Dwellings,Not applicable,5698
West Melbourne (Residential),2026,Household type,Group household,1043
West Melbourne (Residential),2026,Household type,Other family,98
West Melbourne (Residential),2028,Household type,Lone person,1491
West Melbourne (Residential),2029,Household type,Group household,1063
West Melbourne (Residential),2029,Household size,Not applicable,2
West Melbourne (Residential),2029,Household type,One-parent family,125
West Melbourne (Residential),2029,Household type,Other family,94
West Melbourne (Residential),2030,Household type,Couple family with children,701
West Melbourne (Residential),2030,Household type,Other family,93
West Melbourne (Residential),2031,Household type,Couple family without children,2436
West Melbourne (Residential),2031,Household size,Not applicable,2
West Melbourne (Residential),2032,Household type,Other family,90
West Melbourne (Residential),2033,Household type,Couple family with children,745
West Melbourne (Residential),2033,Household type,Couple family without children,2474
West Melbourne (Residential),2033,Household size,Not applicable,2
West Melbourne (Residential),2033,Household type,One-parent family,130
West Melbourne (Residential),2033,Household type,Other family,89
West Melbourne (Residential),2034,Household type,Couple family with children,782
West Melbourne (Residential),2034,Household type,Group household,1140
West Melbourne (Residential),2034,Household type,Other family,91
West Melbourne (Residential),2035,Household type,Couple family without children,2669
West Melbourne (Residential),2035,Household type,Lone person,1593
West Melbourne (Residential),2035,Household size,Not applicable,2
West Melbourne (Residential),2036,Household type,Couple family without children,2768
West Melbourne (Residential),2036,Structural Private Dwellings,Not applicable,6887
West Melbourne (Residential),2036,Household size,Not applicable,2
West Melbourne (Residential),2036,Household type,One-parent family,150
West Melbourne (Residential),2037,Household type,Couple family without children,2863
West Melbourne (Residential),2038,Household type,Couple family without children,2952
West Melbourne (Residential),2038,Household type,Group household,1317
West Melbourne (Residential),2039,Household type,One-parent family,168
West Melbourne (Residential),2040,Household type,Group household,1337
West Melbourne (Residential),2040,Household type,Lone person,1804
West Melbourne (Residential),2041,Household size,Not applicable,2
West Melbourne (Residential),2042,Household type,Lone person,1810
West Melbourne (Residential),2042,Household type,Other family,111
West Melbourne (Residential),2043,Household type,Other family,116
City of Melbourne,2023,Household type,Couple family with children,8815
City of Melbourne,2023,Household type,Couple family without children,29683
City of Melbourne,2023,Household type,Group household,18628
City of Melbourne,2024,Household type,Couple family without children,32232
City of Melbourne,2024,Household type,Lone person,37563
City of Melbourne,2024,Household type,One-parent family,3004
City of Melbourne,2024,Household type,Other family,2976
City of Melbourne,2025,Household type,Couple family with children,9521
City of Melbourne,2025,Household type,Couple family without children,32501
City of Melbourne,2025,Household type,Other family,2906
City of Melbourne,2026,Household type,Couple family with children,9817
City of Melbourne,2026,Household type,Other family,2881
City of Melbourne,2027,Household type,Lone person,38108
City of Melbourne,2028,Household type,Couple family with children,10340
City of Melbourne,2029,Household type,Couple family without children,35163
City of Melbourne,2029,Household type,Group household,21264
City of Melbourne,2029,Household type,Lone person,38480
City of Melbourne,2030,Household type,Couple family with children,10769
City of Melbourne,2030,Household type,One-parent family,2984
City of Melbourne,2030,Household type,Other family,2748
City of Melbourne,2031,Structural Private Dwellings,Not applicable,117537
City of Melbourne,2031,Household size,Not applicable,26
City of Melbourne,2031,Household type,Other family,2712
City of Melbourne,2032,Household type,Group household,21708
City of Melbourne,2032,Household type,Lone person,38628
City of Melbourne,2032,Structural Private Dwellings,Not applicable,118151
City of Melbourne,2033,Household type,Couple family with children,11346
City of Melbourne,2033,Household type,Couple family without children,36403
City of Melbourne,2033,Household size,Not applicable,26
City of Melbourne,2033,Household type,One-parent family,3067
City of Melbourne,2034,Household type,Group household,22346
City of Melbourne,2034,Household type,One-parent family,3145
City of Melbourne,2035,Household type,Couple family with children,12086
City of Melbourne,2035,Household type,Couple family without children,38073
City of Melbourne,2035,Household size,Not applicable,26
City of Melbourne,2035,Household type,Other family,2650
City of Melbourne,2036,Household type,Couple family without children,38706
City of Melbourne,2036,Household size,Not applicable,26
City of Melbourne,2036,Household type,Other family,2684
City of Melbourne,2037,Household type,One-parent family,3429
City of Melbourne,2038,Household size,Not applicable,26
City of Melbourne,2039,Household type,Couple family without children,40416
City of Melbourne,2039,Household type,Lone person,42638
City of Melbourne,2039,Household size,Not applicable,26
City of Melbourne,2040,Household type,Couple family with children,14129
City of Melbourne,2040,Household type,Other family,2799
City of Melbourne,2041,Structural Private Dwellings,Not applicable,136710
City of Melbourne,2041,Household type,Other family,2965
City of Melbourne,2042,Household size,Not applicable,26
City of Melbourne,2042,Household type,Other family,3129
City of Melbourne,2043,Household type,Lone person,45146
City of Melbourne,2043,Household size,Not applicable,26
City of Melbourne,2043,Household type,Other family,3292
City of Melbourne,2025,Household type,Total households,2
City of Melbourne,2034,Household type,Total households,11130
City of Melbourne,2024,Household type,Total households,10293
City of Melbourne,2043,Household type,Total households,3390
City of Melbourne,2023,Household type,Total households,8633
City of Melbourne,2032,Household type,Total households,5848
City of Melbourne,2042,Household type,Total households,14463
City of Melbourne,2043,Household type,Total households,20933
City of Melbourne,2037,Household type,Total households,19287
City of Melbourne,2025,Household type,Total households,16313
City of Melbourne,2036,Household type,Total households,3392
City of Melbourne,2030,Household type,Total households,14744
City of Melbourne,2027,Household type,Total households,5704
City of Melbourne,2027,Household type,Total households,35840
City of Melbourne,2030,Household type,Total households,2982
City of Melbourne,2035,Household type,Total households,148
City of Melbourne,2024,Household type,Total households,0
City of Melbourne,2034,Household type,Total households,38043
City of Melbourne,2040,Household type,Total households,13656
City of Melbourne,2042,Household type,Total households,0
City of Melbourne,2028,Household type,Total households,36062
City of Melbourne,2034,Household type,Total households,2782
City of Melbourne,2031,Household type,Total households,17886
City of Melbourne,2043,Household type,Total households,781
City of Melbourne,2041,Household type,Total households,1476
City of Melbourne,2026,Household type,Total households,10524
City of Melbourne,2028,Household type,Total households,1486
City of Melbourne,2035,Household type,Total households,2980
City of Melbourne,2035,Household type,Total households,2797
City of Melbourne,2043,Household type,Total households,2786
City of Melbourne,2031,Household type,Total households,1485
City of Melbourne,2025,Household type,Total households,0
City of Melbourne,2035,Household type,Total households,6506
City of Melbourne,2024,Household type,Total households,5588
City of Melbourne,2029,Household type,Total households,3379
City of Melbourne,2036,Household type,Total households,2797
City of Melbourne,2027,Household type,Total households,16
City of Melbourne,2036,Household type,Total households,18984
City of Melbourne,2036,Household type,Total households,1480
City of Melbourne,2023,Household type,Total households,5276
City of Melbourne,2032,Household type,Total households,14874
City of Melbourne,2029,Household type,Total households,17684
City of Melbourne,2038,Household type,Total households,304
City of Melbourne,2039,Household type,Total households,1478
City of Melbourne,2032,Household type,Total households,0
City of Melbourne,2043,Household type,Total households,2977
City of Melbourne,2024,Household type,Total households,16243
City of Melbourne,2040,Household type,Total households,3386
City of Melbourne,2029,Household type,Total households,1486
City of Melbourne,2033,Household type,Total households,14974
City of Melbourne,2035,Household type,Total households,11340
City of Melbourne,2037,Household type,Total households,15016
City of Melbourne,2030,Household type,Total households,3403
City of Melbourne,2028,Household type,Total households,0
City of Melbourne,2043,Household type,Total households,44208
City of Melbourne,2038,Household type,Total households,12735
City of Melbourne,2035,Household type,Total households,6296
City of Melbourne,2041,Household type,Total households,3385
City of Melbourne,2026,Household type,Total households,2
City of Melbourne,2036,Household type,Total households,15005
City of Melbourne,2039,Household type,Total households,15038
City of Melbourne,2034,Household type,Total households,2981
City of Melbourne,2024,Household type,Total households,2966
City of Melbourne,2035,Household type,Total households,18669
City of Melbourne,2039,Household type,Total households,3389
City of Melbourne,2023,Household type,Total households,2791
City of Melbourne,2034,Household type,Total households,3396
City of Melbourne,2032,Household type,Total households,17952
City of Melbourne,2025,Household type,Total households,3228
City of Melbourne,2030,Household type,Total households,9922
City of Melbourne,2034,Household type,Total households,0
City of Melbourne,2033,Household type,Total households,2741
City of Melbourne,2043,Household type,Total households,7379
City of Melbourne,2039,Household type,Total households,41652
City of Melbourne,2037,Household type,Total households,3392
City of Melbourne,2043,Household type,Total households,13043
City of Melbourne,2039,Household type,Total households,2978
City of Melbourne,2041,Household type,Total households,12571
City of Melbourne,2042,Household type,Total households,15073
City of Melbourne,2024,Household type,Total households,2
City of Melbourne,2033,Household type,Total households,2982
City of Melbourne,2026,Household type,Total households,13920
City of Melbourne,2032,Household type,Total households,37030
City of Melbourne,2033,Household type,Total households,56
City of Melbourne,2043,Household type,Total households,7933
City of Melbourne,2036,Household type,Total households,39587
City of Melbourne,2037,Household type,Total households,12280
City of Melbourne,2029,Household type,Total households,111245
City of Melbourne,2033,Household type,Total households,113891
City of Melbourne,2028,Household type,Total households,110202
City of Melbourne,2043,Household type,Total households,134871
City of Melbourne,2026,Household type,Total households,107474
City of Melbourne,2038,Household type,Total households,125331
City of Melbourne,2030,Household type,Total households,112118
City of Melbourne,2027,Household type,Total households,108917
City of Melbourne,2032,Household type,Total households,113412
Carlton,2023,Household type,Couple family without children,2556
Carlton,2023,Household type,One-parent family,439
Carlton,2024,Household type,Couple family with children,799
Carlton,2024,Structural Private Dwellings,Not applicable,13971
Carlton,2025,Household type,Couple family with children,800
Carlton,2025,Household type,Group household,3037
Carlton,2025,Household type,Other family,400
Carlton,2026,Household type,Couple family without children,2890
Carlton,2026,Household type,Group household,3102
Carlton,2026,Household type,Lone person,6226
Carlton,2026,Structural Private Dwellings,Not applicable,14082
Carlton,2026,Household size,Not applicable,2
Carlton,2026,Household type,One-parent family,470
Carlton,2027,Household type,Group household,3135
Carlton,2028,Household type,Lone person,6383
Carlton,2029,Structural Private Dwellings,Not applicable,14710
Carlton,2030,Household type,Couple family with children,915
Carlton,2030,Household type,Lone person,6644
Carlton,2030,Structural Private Dwellings,Not applicable,14916
Carlton,2030,Household size,Not applicable,2
Carlton,2030,Household type,One-parent family,479
Carlton,2030,Household type,Other family,381
Carlton,2031,Household type,Couple family without children,3118
Carlton,2031,Household type,Group household,3222
Carlton,2031,Structural Private Dwellings,Not applicable,14917
Carlton,2031,Household type,Other family,374
Carlton,2032,Household type,Couple family with children,942
Carlton,2032,Household type,Group household,3249
Carlton,2032,Structural Private Dwellings,Not applicable,15048
Carlton,2032,Household type,One-parent family,487
Carlton,2033,Household type,Group household,3273
Carlton,2033,Household type,One-parent family,491
Carlton,2033,Household type,Other family,365
Carlton,2034,Household type,Couple family without children,3165
Carlton,2034,Structural Private Dwellings,Not applicable,15173
Carlton,2034,Household size,Not applicable,2
Carlton,2034,Household type,One-parent family,493
Carlton,2035,Household type,Couple family without children,3167
Carlton,2035,Household size,Not applicable,2
Carlton,2036,Household type,Lone person,6700
Carlton,2036,Household size,Not applicable,2
Carlton,2037,Household type,Couple family with children,996
Carlton,2037,Household type,Group household,3314
Carlton,2037,Household size,Not applicable,2
Carlton,2037,Household type,Other family,354
Carlton,2038,Household type,Other family,352
Carlton,2039,Household type,Group household,3315
Carlton,2039,Household type,Lone person,6713
Carlton,2039,Household size,Not applicable,2
Carlton,2040,Household type,Group household,3316
Carlton,2040,Household type,Other family,349
Carlton,2041,Household size,Not applicable,2
Carlton,2042,Household type,Lone person,6735
Carlton,2043,Structural Private Dwellings,Not applicable,15324
Carlton,2043,Household size,Not applicable,2
Carlton,2043,Household type,One-parent family,544
Docklands,2023,Household type,Couple family with children,1387
Docklands,2023,Household type,Couple family without children,3591
Docklands,2023,Household type,Group household,1166
Docklands,2023,Household type,Other family,189
Docklands,2024,Household type,Couple family with children,1512
Docklands,2024,Structural Private Dwellings,Not applicable,10853
Docklands,2024,Household size,Not applicable,2
Docklands,2025,Household type,Couple family without children,3966
Docklands,2025,Household size,Not applicable,2
Docklands,2025,Household type,Other family,196
Docklands,2026,Household type,Couple family with children,1563
Docklands,2026,Household type,Group household,1313
Docklands,2026,Household size,Not applicable,2
Docklands,2027,Household type,Couple family with children,1605
Docklands,2027,Household type,Couple family without children,4125
Docklands,2028,Household type,Couple family with children,1637
Docklands,2028,Household size,Not applicable,2
Docklands,2029,Household type,Couple family with children,1669
Docklands,2029,Household type,Group household,1319
Docklands,2029,Household type,One-parent family,385
Docklands,2030,Household size,Not applicable,2
Docklands,2031,Household type,Couple family with children,1731
Docklands,2031,Household type,Couple family without children,4285
Docklands,2031,Household type,One-parent family,387
Docklands,2033,Household type,Group household,1341
Docklands,2033,Household type,One-parent family,391
Docklands,2033,Household type,Other family,171
Docklands,2034,Household type,Group household,1367
Docklands,2034,Household type,Lone person,2964
Docklands,2034,Structural Private Dwellings,Not applicable,11489
Docklands,2034,Household type,Other family,171
Docklands,2035,Household type,Couple family with children,1891
Docklands,2035,Household size,Not applicable,2
Docklands,2036,Household type,Group household,1411
Docklands,2036,Household type,Lone person,3045
Docklands,2036,Structural Private Dwellings,Not applicable,11900
Docklands,2037,Household type,Couple family with children,2022
Docklands,2037,Household type,Group household,1425
Docklands,2038,Household type,Couple family without children,4622
Docklands,2039,Household type,Couple family without children,4684
Docklands,2039,Household type,Other family,177
Docklands,2040,Household type,Couple family without children,4756
Docklands,2040,Household type,One-parent family,449
Docklands,2041,Household type,Couple family with children,2322
Docklands,2041,Household type,Couple family without children,4815
Docklands,2041,Household size,Not applicable,2
Docklands,2041,Household type,Other family,189
Docklands,2042,Household type,Couple family without children,4873
Docklands,2042,Household type,Lone person,3356
Docklands,2042,Household size,Not applicable,2
Docklands,2042,Household type,Other family,200
Docklands,2043,Structural Private Dwellings,Not applicable,13463
Docklands,2043,Household size,Not applicable,2
Docklands,2043,Household type,Other family,210
East Melbourne,2023,Household type,Couple family without children,1170
East Melbourne,2023,Household type,Group household,253
East Melbourne,2023,Household size,Not applicable,2
East Melbourne,2024,Household type,Couple family without children,1284
East Melbourne,2024,Household type,Lone person,1214
East Melbourne,2024,Household type,Other family,28
East Melbourne,2025,Structural Private Dwellings,Not applicable,3424
East Melbourne,2026,Household type,Couple family with children,345
East Melbourne,2026,Household type,Couple family without children,1328
East Melbourne,2027,Household type,Couple family without children,1354
East Melbourne,2027,Household size,Not applicable,2
East Melbourne,2027,Household type,One-parent family,77
East Melbourne,2028,Household type,Couple family with children,362
East Melbourne,2028,Household type,Lone person,1229
East Melbourne,2029,Household type,Couple family with children,370
East Melbourne,2029,Household type,Couple family without children,1390
East Melbourne,2029,Household size,Not applicable,2
East Melbourne,2029,Household type,Other family,26
East Melbourne,2030,Structural Private Dwellings,Not applicable,3550
East Melbourne,2030,Household type,One-parent family,76
East Melbourne,2031,Household type,Couple family with children,382
East Melbourne,2031,Household type,Lone person,1219
East Melbourne,2031,Household type,Other family,25
East Melbourne,2032,Household type,Couple family without children,1412
East Melbourne,2032,Household type,Group household,291
East Melbourne,2033,Household type,Other family,24
East Melbourne,2034,Household size,Not applicable,2
East Melbourne,2034,Household type,One-parent family,77
East Melbourne,2035,Household type,Group household,294
East Melbourne,2035,Structural Private Dwellings,Not applicable,3550
East Melbourne,2035,Household size,Not applicable,2
East Melbourne,2035,Household type,One-parent family,77
East Melbourne,2035,Household type,Other family,23
East Melbourne,2036,Household type,Lone person,1192
East Melbourne,2037,Household type,Group household,294
East Melbourne,2037,Household type,Lone person,1192
East Melbourne,2037,Household size,Not applicable,2
East Melbourne,2038,Household type,Couple family without children,1393
East Melbourne,2038,Household type,Lone person,1191
East Melbourne,2038,Structural Private Dwellings,Not applicable,3550
East Melbourne,2039,Household type,Group household,293
East Melbourne,2039,Structural Private Dwellings,Not applicable,3550
East Melbourne,2040,Household type,Couple family with children,417
East Melbourne,2040,Household size,Not applicable,2
East Melbourne,2040,Household type,Other family,23
East Melbourne,2041,Household type,Couple family with children,421
East Melbourne,2041,Household type,Couple family without children,1374
East Melbourne,2041,Household type,Group household,292
East Melbourne,2041,Structural Private Dwellings,Not applicable,3550
East Melbourne,2041,Household type,One-parent family,82
East Melbourne,2042,Household size,Not applicable,2
East Melbourne,2043,Household type,Group household,290
East Melbourne,2043,Household type,Lone person,1198
East Melbourne,2043,Household type,Other family,26
Kensington,2023,Household type,Lone person,1558
Kensington,2023,Structural Private Dwellings,Not applicable,5616
Kensington,2024,Household type,Couple family without children,1819
Kensington,2024,Structural Private Dwellings,Not applicable,5616
Kensington,2024,Household size,Not applicable,2
Kensington,2024,Household type,One-parent family,251
Kensington,2025,Household type,Couple family with children,1201
Kensington,2025,Household type,Lone person,1634
Kensington,2025,Structural Private Dwellings,Not applicable,5616
Kensington,2026,Household type,Couple family without children,1883
Kensington,2026,Household size,Not applicable,2
Kensington,2027,Household type,Couple family without children,1900
Kensington,2027,Household type,Lone person,1645
Kensington,2027,Household type,One-parent family,248
Kensington,2028,Household type,Couple family with children,1278
Kensington,2028,Household type,Couple family without children,1906
Kensington,2028,Household size,Not applicable,3
Kensington,2028,Household type,One-parent family,244
Kensington,2029,Household type,Couple family with children,1300
Kensington,2029,Household type,Lone person,1622
Kensington,2029,Structural Private Dwellings,Not applicable,5785
Kensington,2029,Household type,One-parent family,243
Kensington,2029,Household type,Other family,71
Kensington,2030,Household size,Not applicable,3
Kensington,2032,Household type,Group household,581
Kensington,2032,Household type,Other family,68
Kensington,2033,Household type,Lone person,1607
Kensington,2033,Household size,Not applicable,3
Kensington,2034,Household type,Couple family with children,1443
Kensington,2034,Household type,Couple family without children,2052
Kensington,2034,Household type,Lone person,1662
Kensington,2035,Household type,Group household,631
Kensington,2035,Structural Private Dwellings,Not applicable,6327
Kensington,2036,Household type,Couple family without children,2179
Kensington,2036,Household type,Lone person,1776
Kensington,2036,Household size,Not applicable,3
Kensington,2038,Household size,Not applicable,3
Kensington,2038,Household type,Other family,73
Kensington,2039,Household type,Couple family with children,1793
Kensington,2039,Household type,Couple family without children,2341
Kensington,2039,Household type,Group household,716
Kensington,2039,Household size,Not applicable,3
Kensington,2039,Household type,Other family,73
Kensington,2040,Household type,Couple family with children,1878
Kensington,2040,Structural Private Dwellings,Not applicable,7385
Kensington,2040,Household type,Other family,75
Kensington,2041,Household type,Group household,761
Kensington,2042,Household type,Couple family with children,2054
Kensington,2042,Household type,Lone person,2014
Kensington,2042,Household type,One-parent family,328
Kensington,2043,Household type,Couple family with children,2131
Melbourne (CBD),2023,Household type,Lone person,11817
Melbourne (CBD),2023,Household size,Not applicable,1
Melbourne (CBD),2023,Household type,One-parent family,544
Melbourne (CBD),2024,Household type,Couple family with children,1818
Melbourne (CBD),2024,Household size,Not applicable,1
Melbourne (CBD),2024,Household type,One-parent family,578
Melbourne (CBD),2025,Household type,Couple family without children,9249
Melbourne (CBD),2025,Structural Private Dwellings,Not applicable,38145
Melbourne (CBD),2026,Household type,Lone person,12804
Melbourne (CBD),2026,Household size,Not applicable,2
Melbourne (CBD),2027,Household type,Lone person,12923
Melbourne (CBD),2027,Structural Private Dwellings,Not applicable,38705
Melbourne (CBD),2027,Household size,Not applicable,2
Melbourne (CBD),2028,Household type,Couple family without children,9828
Melbourne (CBD),2028,Household size,Not applicable,2
Melbourne (CBD),2029,Structural Private Dwellings,Not applicable,39254
Melbourne (CBD),2030,Household type,Group household,9524
Melbourne (CBD),2030,Household type,Other family,1299
Melbourne (CBD),2031,Household type,Couple family without children,10258
Melbourne (CBD),2031,Household type,Group household,9611
Melbourne (CBD),2031,Household type,Lone person,13013
Melbourne (CBD),2031,Household type,One-parent family,582
Melbourne (CBD),2031,Household type,Other family,1283
Melbourne (CBD),2032,Household type,Couple family without children,10339
Melbourne (CBD),2032,Household type,Group household,9678
Melbourne (CBD),2032,Household size,Not applicable,2
Melbourne (CBD),2032,Household type,Other family,1266
Melbourne (CBD),2033,Household type,Couple family with children,2197
Melbourne (CBD),2033,Household type,Group household,9736
Melbourne (CBD),2033,Household size,Not applicable,2
Melbourne (CBD),2034,Household type,Group household,9982
Melbourne (CBD),2034,Structural Private Dwellings,Not applicable,41002
Melbourne (CBD),2034,Household type,One-parent family,610
Melbourne (CBD),2035,Household type,Couple family with children,2339
Melbourne (CBD),2036,Household type,Couple family with children,2423
Melbourne (CBD),2036,Household type,Couple family without children,11103
Melbourne (CBD),2036,Household type,Lone person,13772
Melbourne (CBD),2036,Household size,Not applicable,2
Melbourne (CBD),2036,Household type,One-parent family,643
Melbourne (CBD),2036,Household type,Other family,1279
Melbourne (CBD),2037,Household type,Couple family with children,2503
Melbourne (CBD),2037,Structural Private Dwellings,Not applicable,43365
Melbourne (CBD),2038,Household type,Lone person,14291
Melbourne (CBD),2039,Structural Private Dwellings,Not applicable,44802
Melbourne (CBD),2039,Household size,Not applicable,2
Melbourne (CBD),2039,Household type,One-parent family,696
Melbourne (CBD),2040,Household type,Couple family with children,2722
Melbourne (CBD),2040,Household size,Not applicable,2
Melbourne (CBD),2041,Household type,Couple family without children,11908
Melbourne (CBD),2042,Household size,Not applicable,2
Melbourne (CBD),2042,Household type,One-parent family,758
Melbourne (CBD),2043,Household type,Couple family with children,2951
Melbourne (CBD),2043,Household type,Couple family without children,12125
Melbourne (CBD),2043,Household type,Group household,11220
Melbourne (CBD),2043,Structural Private Dwellings,Not applicable,47509
Melbourne (CBD),2043,Household type,Other family,1577
Melbourne (Remainder),2023,Household type,Group household,46
Melbourne (Remainder),2023,Household type,Lone person,519
Melbourne (Remainder),2023,Household type,Other family,32
Melbourne (Remainder),2024,Household type,One-parent family,64
Melbourne (Remainder),2024,Household type,Other family,35
Melbourne (Remainder),2025,Household type,Couple family without children,595
Melbourne (Remainder),2025,Household type,Group household,52
Melbourne (Remainder),2025,Household size,Not applicable,2
Melbourne (Remainder),2025,Household type,Other family,34
Melbourne (Remainder),2027,Household type,Couple family without children,614
Melbourne (Remainder),2027,Household type,Group household,52
Melbourne (Remainder),2027,Household type,Lone person,568
Melbourne (Remainder),2027,Household size,Not applicable,2
Melbourne (Remainder),2027,Household type,One-parent family,63
Melbourne (Remainder),2028,Household type,Couple family without children,618
Melbourne (Remainder),2028,Structural Private Dwellings,Not applicable,1565
Melbourne (Remainder),2029,Household type,Couple family with children,161
Melbourne (Remainder),2029,Household type,Group household,52
Melbourne (Remainder),2029,Household size,Not applicable,2
Melbourne (Remainder),2029,Household type,One-parent family,62
Melbourne (Remainder),2029,Household type,Other family,31
Melbourne (Remainder),2030,Household type,Couple family without children,626
Melbourne (Remainder),2030,Structural Private Dwellings,Not applicable,1565
Melbourne (Remainder),2030,Household type,Other family,30
Melbourne (Remainder),2031,Household type,Couple family without children,626
Melbourne (Remainder),2031,Household type,Lone person,550
Melbourne (Remainder),2031,Structural Private Dwellings,Not applicable,1565
Melbourne (Remainder),2032,Household size,Not applicable,2
Melbourne (Remainder),2032,Household type,Other family,29
Melbourne (Remainder),2033,Household type,Group household,52
Melbourne (Remainder),2033,Household size,Not applicable,3
Melbourne (Remainder),2033,Household type,One-parent family,62
Melbourne (Remainder),2034,Household type,Couple family without children,629
Melbourne (Remainder),2034,Household type,Lone person,540
Melbourne (Remainder),2034,Structural Private Dwellings,Not applicable,1565
Melbourne (Remainder),2035,Household type,Lone person,538
Melbourne (Remainder),2035,Structural Private Dwellings,Not applicable,1565
Melbourne (Remainder),2036,Household type,One-parent family,63
Melbourne (Remainder),2037,Structural Private Dwellings,Not applicable,1565
Melbourne (Remainder),2037,Household size,Not applicable,3
Melbourne (Remainder),2038,Household size,Not applicable,3
Melbourne (Remainder),2038,Household type,One-parent family,65
Melbourne (Remainder),2038,Household type,Other family,28
Melbourne (Remainder),2039,Household type,Couple family with children,179
Melbourne (Remainder),2039,Household type,Lone person,537
Melbourne (Remainder),2039,Household type,One-parent family,65
Melbourne (Remainder),2039,Household type,Other family,27
Melbourne (Remainder),2040,Household type,Other family,27
Melbourne (Remainder),2041,Household type,Couple family with children,182
Melbourne (Remainder),2041,Household type,Group household,52
Melbourne (Remainder),2041,Household size,Not applicable,3
Melbourne (Remainder),2042,Household type,Couple family with children,184
Melbourne (Remainder),2042,Household type,Lone person,537
Melbourne (Remainder),2042,Structural Private Dwellings,Not applicable,1565
Melbourne (Remainder),2042,Household type,Other family,30
Melbourne (Remainder),2043,Structural Private Dwellings,Not applicable,1565
Melbourne (Remainder),2043,Household type,Other family,31
North Melbourne,2023,Household type,Couple family with children,1037
North Melbourne,2023,Household type,Lone person,3161
North Melbourne,2023,Structural Private Dwellings,Not applicable,9437
North Melbourne,2024,Household type,Couple family with children,1104
North Melbourne,2024,Household type,Group household,1598
North Melbourne,2024,Household type,Lone person,3337
North Melbourne,2025,Household type,Group household,1608
North Melbourne,2025,Structural Private Dwellings,Not applicable,9437
North Melbourne,2025,Household size,Not applicable,2
North Melbourne,2026,Household type,Group household,1636
North Melbourne,2026,Household type,Lone person,3355
North Melbourne,2026,Household type,Other family,151
North Melbourne,2027,Household type,Couple family without children,2670
North Melbourne,2027,Structural Private Dwellings,Not applicable,9719
North Melbourne,2027,Household type,One-parent family,467
North Melbourne,2028,Household type,Couple family with children,1210
North Melbourne,2028,Structural Private Dwellings,Not applicable,9807
North Melbourne,2029,Household type,Couple family with children,1247
North Melbourne,2029,Structural Private Dwellings,Not applicable,9974
North Melbourne,2031,Household type,Couple family with children,1318
North Melbourne,2031,Household type,Couple family without children,2896
